1987 Survey of Youth in Custody
Lohr (1999) - Appendix C - file syc.dat


Variable   Description
----------------------------------------------------------
stratum    stratum number
psu        psu number
psusize    # of eligible residents in psu
initwt     initial weight
finalwt    final weight
randgrp    random group number
age        age (99 = missing)
race       race (1 = white, 2 = black, 3 = Asian/Pacific Islander, 
                 4 = Native, 5 = other, 9 = missing)
ethnicty   1 = Hispanic, 2 = not Hispanic, 9 = missing
educ       highest grade attended before sent to correctional institution 
                (99 = missing)    
sex        gender (1 = male, 2 = female, 9 = missing)
livewith   who did you live with most of the time when growing up?   
famtime    any family member ever served time in prison?  
                (1 = yes, 2 = no, 7 = don't know, 9 = missing)
crimtype   most serious crime in current offence (see * below)
everviol   ever put on probation or sent to correctional institution for 
                violent offence? (1 = yes, 0 = no)
numarr     # of times arrested (99 = missing)
probtn     # of times on probation (99 = missing)
corrinst   # of times previously committed to correctional institution (99 = missing) 
evertime   ever serve time in correctional institution before current 
                offence (1 = yes, 2 = no, 9 = missing)
prviol     previously arrested for violent crime (1 = yes, 0 = no, 9 = missing)
prprop     previously arrested for property offence (same as prviol)
prdrug     previously arrested for drug offence (same as prviol)
prpub      previously arrested for public-order offence (same as prviol)
prjuv      previously arrested for juvenile-status offence (same as prviol)
agefirst   age at first arrest (99 = missing)
usewepn    did you use a weapon for this incident? (1 = yes, 2 = no, 9 = missing)
alcuse     drank alcohol in the year prior to current offence 
                (1 = yes, 2 = no but drinker, 3 = non drinker, 9 = missing)
everdrug   ever used illegal drugs (1 = yes, 0 = no, 9 = missing)


*  1 = violent (e.g., murder, rape, robbery, assault)				  
   2 = property (e.g., burglary, larceny, arson, fraud, vehicle theft)		  
   3 = drug (drug possession or trafficking)					  
   4 = public order (e.g., weapons violation, perjury, failure to appear in court)	  
   5 = juvenile-status offence (e.g., truancy, incorrigible behaviour)		  
   9 = missing                                                                       



=====================================================================================
stratum,psu,psusize,initwt,finalwt,randgrp,age,race,ethnicty,educ,sex,livewith,famtime,crimtype,everviol,numarr,probtn,corrinst,evertime,prviol,prprop,prdrug,prpub,prjuv,agefirst,usewepn,alcuse,everdrug
5,41,241,6,5,7,18,2,2,9,1,1,2,1,1,4,2,1,1,0,1,0,0,1,16,2,1,1
5,41,241,6,5,7,17,1,2,10,1,1,1,1,1,1,1,0,2,0,0,0,0,0,17,2,1,1
5,41,241,6,5,7,16,1,2,10,1,3,1,2,0,10,1,2,1,0,1,0,0,1,13,1,1,1
5,41,241,6,5,7,16,1,2,9,1,3,1,1,1,5,1,2,1,0,1,0,0,0,14,2,1,1
5,41,241,6,5,7,17,2,2,12,1,9,1,2,0,7,1,1,1,0,1,0,1,0,99,2,3,1
5,41,241,6,5,7,17,1,2,9,1,3,2,2,0,1,2,0,2,0,0,1,1,1,17,2,1,1
5,41,241,6,5,7,17,2,2,12,1,1,2,2,0,4,2,1,1,0,1,0,0,0,15,2,1,1
5,41,241,6,5,7,17,1,2,10,1,2,1,2,0,4,2,0,2,0,1,0,1,1,15,2,1,1
5,41,241,6,5,7,18,2,2,11,1,1,1,4,0,6,1,1,1,0,1,0,1,1,14,2,1,1
5,41,241,6,5,7,15,1,2,7,1,1,1,1,1,9,2,0,2,1,1,0,0,0,11,2,1,1
5,41,241,6,5,7,17,1,2,9,1,3,2,2,0,2,2,0,2,0,1,0,0,1,16,2,1,1
5,41,241,6,5,7,17,1,2,11,1,3,2,2,0,2,1,0,2,0,1,0,0,0,15,2,1,1
5,41,241,6,5,7,17,2,2,11,1,1,1,2,0,7,1,0,2,0,1,0,0,0,16,2,1,1
5,39,246,6,5,3,16,2,2,10,1,4,1,2,1,15,1,2,1,1,1,0,0,1,14,2,1,1
5,39,246,6,5,3,17,2,2,9,1,1,2,2,0,2,1,0,2,0,1,0,0,0,16,2,3,0
5,39,246,6,5,3,15,5,1,8,1,1,1,1,1,4,1,0,2,0,1,1,0,1,13,2,1,1
5,39,246,6,5,3,17,1,1,10,1,3,2,3,0,19,2,0,2,0,0,1,0,1,14,2,1,1
5,39,246,6,5,3,16,2,2,10,1,1,1,2,0,7,1,2,1,0,1,0,0,1,13,2,1,1
5,39,246,6,5,3,15,1,2,9,1,3,1,2,0,99,1,0,2,0,1,0,0,0,99,2,1,0
5,39,246,6,5,3,15,2,2,8,1,1,2,2,1,12,1,1,1,1,1,0,1,1,13,2,1,1
5,39,246,6,5,3,18,1,2,8,1,3,2,2,1,15,1,0,2,1,1,1,1,1,13,2,1,1
5,39,246,6,5,3,15,1,2,10,1,1,1,2,0,1,1,1,1,0,1,0,0,0,15,2,3,0
5,39,246,6,5,3,15,2,2,9,1,1,1,3,0,8,2,2,1,0,0,0,1,1,12,2,1,1
5,39,246,6,5,3,16,1,2,9,1,1,1,2,0,18,1,0,2,0,1,0,0,1,13,2,1,1
5,39,246,6,5,3,17,1,2,9,1,1,1,2,1,49,3,7,1,1,1,1,1,1,11,2,1,1
5,39,246,6,5,3,16,2,2,10,1,3,2,2,0,4,2,2,1,0,1,0,0,1,15,2,1,1
5,39,246,6,5,3,14,1,9,8,1,3,1,2,0,3,0,2,1,0,1,0,0,0,13,2,3,0
5,39,246,6,5,3,16,2,2,8,1,1,2,1,1,9,2,2,1,1,1,1,0,0,12,2,1,1
5,39,246,6,5,3,15,1,2,8,1,2,2,4,0,2,2,0,2,0,1,0,0,0,99,1,1,1
5,39,246,6,5,3,16,2,2,11,1,2,2,2,1,20,1,1,1,1,1,0,0,0,15,1,1,1
5,39,246,6,5,3,16,1,2,10,1,3,2,2,0,2,0,0,2,0,0,0,0,0,16,2,1,1
5,39,246,6,5,3,16,1,2,11,1,4,2,4,1,14,2,3,1,1,1,1,0,1,10,2,1,1
5,39,246,6,5,3,15,2,2,9,1,1,1,1,1,8,1,0,2,0,1,0,0,0,8,2,1,1
5,39,246,6,5,3,16,2,2,10,1,1,2,4,1,4,1,2,1,1,1,0,0,1,15,2,1,1
5,39,246,6,5,3,16,1,2,11,1,7,2,4,0,5,1,1,1,0,0,1,0,0,13,2,1,1
5,39,246,6,5,3,16,1,2,9,1,7,1,2,1,30,2,3,1,1,1,1,1,1,8,1,1,1
5,39,246,6,5,3,16,2,2,10,1,1,2,2,0,99,2,1,1,0,1,0,0,1,14,2,1,1
5,39,246,6,5,3,17,1,2,10,1,5,1,4,1,37,3,4,1,1,1,1,0,1,6,2,1,0
5,39,246,6,5,3,14,1,2,9,1,3,2,2,1,99,99,1,1,1,1,0,1,0,10,1,3,0
5,39,246,6,5,3,14,1,2,7,1,2,1,2,0,5,0,1,1,0,1,0,0,0,9,2,1,1
5,39,246,6,5,3,17,1,2,11,1,3,2,2,0,4,1,0,2,0,1,0,1,0,16,1,1,1
5,39,246,6,5,3,15,2,2,9,1,3,1,2,1,12,2,2,1,1,1,1,0,1,12,9,1,1
5,39,246,6,5,3,16,1,2,9,1,5,1,1,1,99,6,9,1,1,1,1,1,1,12,1,1,1
5,39,246,6,5,3,14,1,2,6,1,4,1,2,1,10,1,2,1,1,1,0,0,0,13,1,1,1
5,39,246,6,5,3,16,2,2,10,1,3,1,1,1,2,1,1,1,0,1,0,0,0,15,2,1,1
5,39,246,6,5,3,16,2,2,10,1,1,2,2,0,2,1,0,2,0,1,0,0,0,15,2,1,1
5,39,246,6,5,3,15,1,2,9,1,1,1,2,0,9,1,2,1,0,1,0,0,0,7,2,1,1
5,39,246,6,5,3,15,2,9,9,1,3,1,2,1,3,1,1,1,1,1,0,0,0,14,2,3,0
5,39,246,6,5,3,15,1,2,9,1,3,1,2,1,5,2,0,2,1,1,0,0,0,13,2,1,1
5,39,246,6,5,3,15,2,2,7,1,2,2,2,0,15,1,3,1,0,1,0,0,1,11,2,1,1
5,39,246,6,5,3,16,2,2,10,1,1,1,5,0,1,2,0,2,0,0,0,0,1,16,2,1,1
5,39,246,6,5,3,16,1,2,9,1,4,2,1,1,35,0,0,2,0,0,0,0,0,9,1,1,1
5,39,246,6,5,3,17,2,2,11,1,3,2,9,0,99,99,99,9,0,0,0,0,0,99,2,1,1
5,39,246,6,5,3,16,2,2,9,1,1,1,1,1,2,1,0,2,0,1,1,0,0,12,1,1,1
5,39,246,6,5,3,13,1,2,7,1,2,1,2,0,99,0,2,1,0,0,0,0,0,13,2,3,0
5,39,246,6,5,3,16,1,2,10,1,1,2,4,0,4,3,2,1,0,1,1,0,0,13,2,1,1
5,39,246,6,5,3,13,1,2,7,1,1,1,2,0,3,2,2,1,0,1,0,0,0,12,2,1,1
5,39,246,6,5,3,16,1,2,11,1,1,1,2,0,1,0,0,2,0,0,0,0,0,15,2,1,1
5,39,246,6,5,3,14,1,2,8,1,1,1,2,0,99,2,0,2,0,1,0,0,0,8,2,1,1
5,39,246,6,5,3,16,1,2,9,1,3,1,2,0,4,1,1,1,0,1,1,1,1,13,1,1,1
5,39,246,6,5,3,16,1,2,9,1,3,1,2,0,10,1,1,1,0,1,0,1,0,14,2,1,1
5,39,246,6,5,3,16,2,2,10,1,3,2,2,1,4,2,0,2,1,1,0,0,0,14,2,3,0
5,39,246,6,5,3,17,1,2,11,1,3,1,4,1,2,1,1,1,1,1,0,0,1,15,2,1,1
5,39,246,6,5,3,15,1,2,8,1,7,1,2,0,5,2,1,1,0,1,0,0,0,11,2,1,1
5,39,246,6,5,3,16,1,2,9,1,3,1,2,0,99,1,0,2,0,0,0,0,1,99,2,1,1
5,39,246,6,5,3,17,1,2,9,1,1,1,2,1,13,1,0,2,1,1,1,1,1,12,2,1,1
5,39,246,6,5,3,16,1,2,9,1,3,1,2,0,5,2,1,1,0,1,0,0,0,13,2,3,0
5,39,246,6,5,3,16,1,2,9,1,1,1,1,1,96,2,3,1,1,1,1,0,1,12,2,1,0
5,39,246,6,5,3,15,1,2,8,1,3,2,5,0,2,1,2,1,0,1,0,1,0,13,2,1,1
5,39,246,6,5,3,16,1,1,9,1,1,2,4,0,30,1,1,1,0,1,1,0,1,9,2,1,1
5,39,246,6,5,3,16,2,2,10,1,1,2,1,1,1,0,0,2,0,0,0,0,0,16,1,3,0
5,39,246,6,5,3,16,1,2,9,1,2,2,2,0,2,1,0,2,0,1,0,0,0,14,2,1,1
5,39,246,6,5,3,15,2,2,9,1,1,2,2,1,10,2,2,1,1,1,0,0,1,14,2,1,1
5,39,246,6,5,3,15,1,2,7,1,1,1,2,1,10,1,1,1,1,1,1,0,0,9,2,2,1
5,39,246,6,5,3,15,2,2,10,1,1,2,2,1,10,2,1,1,1,0,1,0,0,13,2,1,1
5,39,246,6,5,3,15,1,2,10,1,3,1,2,0,10,0,0,2,0,0,0,0,0,10,2,1,1
5,39,246,6,5,3,16,1,2,10,1,3,1,2,0,15,1,0,2,0,1,1,0,0,14,2,1,1
5,39,246,6,5,3,16,1,2,8,1,3,1,4,0,10,1,0,2,0,1,0,0,1,12,2,1,1
5,39,246,6,5,3,15,2,2,9,1,1,2,2,0,99,0,0,2,0,0,0,0,0,99,2,1,0
5,39,246,6,5,3,15,2,2,9,1,1,1,2,0,3,2,1,1,0,1,0,1,0,14,2,1,1
5,39,246,6,5,3,16,4,2,9,1,1,1,2,1,2,1,1,1,1,1,0,0,0,15,2,3,1
5,39,246,6,5,3,14,1,2,8,1,1,1,2,0,18,1,1,1,0,1,0,0,0,6,2,1,1
5,39,246,6,5,3,16,1,2,9,1,2,2,4,1,40,2,1,1,1,1,1,0,1,10,2,1,1
5,39,246,6,5,3,16,2,2,9,1,3,2,2,0,1,1,0,2,0,0,0,0,0,15,2,1,1
5,39,246,6,5,3,16,2,2,9,1,1,2,1,1,8,3,0,2,0,1,0,0,0,99,2,3,0
5,39,246,6,5,3,17,1,2,11,1,3,1,1,1,10,8,3,1,1,0,1,0,1,12,1,1,1
5,39,246,6,5,3,17,1,2,10,1,1,2,4,0,10,3,1,1,0,1,1,0,0,14,2,1,1
5,39,246,6,5,3,16,1,2,9,1,3,1,4,0,1,1,0,2,0,0,0,0,1,15,2,1,1
5,39,246,6,5,3,16,2,2,10,1,2,2,2,1,2,0,1,1,1,0,0,0,0,13,2,3,1
5,39,246,6,5,3,13,1,2,8,1,1,2,2,0,40,2,1,1,0,1,0,0,1,10,2,1,1
5,39,246,6,5,3,15,1,2,8,1,1,1,1,1,4,1,3,1,1,0,0,0,1,15,2,1,0
5,39,246,6,5,3,16,1,2,9,1,1,1,2,1,9,1,1,1,1,1,1,0,1,9,2,1,1
5,39,246,6,5,3,16,1,2,9,1,1,1,2,0,28,2,6,1,0,1,0,0,1,12,2,1,1
5,39,246,6,5,3,15,1,2,9,1,1,2,2,0,5,1,1,1,0,1,0,0,1,13,2,1,1
4,16,180,5,5,6,16,2,2,9,1,4,1,2,1,15,2,9,1,1,1,0,0,1,9,2,1,1
4,16,180,5,5,6,16,2,2,9,1,3,1,1,1,96,2,30,1,1,1,1,0,0,12,2,1,1
4,16,180,5,5,6,18,2,2,8,1,1,1,1,1,1,0,0,2,0,0,0,0,0,14,1,3,0
4,16,180,5,5,6,16,1,2,11,1,6,2,1,1,5,0,2,1,0,1,0,0,0,14,2,1,1
4,16,180,5,5,6,18,2,2,4,1,5,1,1,1,96,20,0,2,1,1,0,1,1,11,2,3,1
4,16,180,5,5,6,16,2,2,9,1,1,2,1,1,18,1,2,1,1,1,0,0,0,12,2,2,1
4,16,180,5,5,6,16,2,2,8,1,3,1,1,1,10,0,2,1,0,1,0,0,1,12,2,3,0
4,16,180,5,5,6,17,2,2,10,1,1,1,1,1,1,1,1,1,1,1,0,0,1,16,1,1,1
4,16,180,5,5,6,15,2,2,8,1,3,1,1,1,20,1,3,1,1,0,0,1,0,12,1,1,1
4,16,180,5,5,6,16,2,2,8,1,4,1,1,1,19,0,0,2,0,0,0,0,0,9,2,1,1
4,16,180,5,5,6,17,2,2,10,1,3,2,1,1,3,0,0,2,0,0,0,0,0,14,1,3,0
4,16,180,5,5,6,20,2,2,9,1,1,1,1,1,4,0,1,1,0,1,0,0,0,13,1,1,1
4,16,180,5,5,6,17,2,2,10,1,4,2,1,1,18,3,0,2,0,1,0,0,0,15,2,3,0
4,16,180,5,5,6,15,2,2,9,1,1,1,1,1,4,0,2,1,1,1,0,0,0,12,1,1,1
4,16,180,5,5,6,16,2,2,8,1,1,2,1,1,20,1,10,1,1,1,0,0,0,13,1,1,1
4,16,180,5,5,6,17,1,2,10,1,2,2,1,1,3,1,1,1,1,0,0,0,0,15,1,1,0
4,16,180,5,5,6,17,2,2,7,1,9,9,1,1,50,2,1,1,0,0,0,0,0,12,2,3,0
4,16,180,5,5,6,20,1,2,10,1,2,1,1,1,2,1,0,2,0,1,0,0,0,11,2,1,1
4,16,180,5,5,6,19,2,2,10,1,1,1,1,1,1,1,0,2,0,1,0,0,0,15,1,3,1
4,16,180,5,5,6,16,2,2,9,1,1,1,2,1,9,2,8,1,1,1,1,1,1,9,2,3,1
4,16,180,5,5,6,19,2,2,8,1,3,2,1,1,2,1,1,1,1,1,1,0,0,12,2,3,1
4,16,180,5,5,6,19,2,2,12,1,1,1,1,1,96,1,2,1,1,1,1,0,0,14,1,3,1
4,16,180,5,5,6,19,2,2,10,1,3,2,1,1,2,0,0,2,0,0,1,0,0,13,1,3,1
4,16,180,5,5,6,18,2,2,9,1,1,1,1,1,10,1,1,1,0,1,0,0,0,13,2,3,0
4,16,180,5,5,6,18,2,2,10,1,4,2,1,1,20,1,0,2,1,1,0,0,0,10,2,3,0
4,16,180,5,5,6,15,2,2,9,1,4,1,1,1,4,0,0,2,0,0,0,0,0,12,1,1,1
4,16,180,5,5,6,17,2,2,10,1,1,2,1,1,5,1,1,1,0,1,0,0,0,10,1,3,1
4,16,180,5,5,6,19,2,2,10,1,1,2,1,1,96,0,0,2,0,0,0,0,0,13,1,1,1
4,16,180,5,5,6,19,2,2,11,1,1,2,1,1,3,1,0,2,1,0,0,0,0,13,1,1,1
4,16,180,5,5,6,19,2,2,14,1,9,2,2,0,30,1,3,1,0,0,0,0,0,12,1,3,0
4,16,180,5,5,6,19,2,2,11,1,1,2,1,1,8,1,0,2,0,1,0,0,0,13,1,1,1
4,16,180,5,5,6,18,2,2,10,1,1,2,1,1,1,0,0,2,0,0,0,0,0,15,1,3,1
4,16,180,5,5,6,18,1,2,10,1,3,2,1,1,1,0,0,2,0,0,0,0,0,16,1,3,0
4,16,180,5,5,6,19,2,2,10,1,1,1,1,1,1,0,0,2,0,0,0,0,0,14,2,3,0
4,16,180,5,5,6,15,2,2,8,1,1,2,1,1,7,2,3,1,1,1,0,0,0,11,1,1,1
4,16,180,5,5,6,20,2,2,8,1,3,2,1,1,1,0,0,2,0,0,0,0,0,14,1,1,1
4,16,180,5,5,6,19,2,2,8,1,1,2,1,1,3,0,0,2,0,1,0,0,0,12,1,3,1
4,16,180,5,5,6,17,2,2,9,1,1,2,1,1,2,1,0,2,1,0,0,0,0,16,1,3,0
4,16,180,5,5,6,15,1,2,7,1,1,2,1,1,1,0,0,2,0,0,0,0,0,13,2,1,1
4,16,180,5,5,6,19,1,1,8,1,1,2,1,1,99,0,0,2,0,0,0,0,0,12,9,1,1
4,16,180,5,5,6,19,2,2,11,1,3,2,1,1,1,0,0,2,0,0,0,0,0,15,1,1,0
4,16,180,5,5,6,16,1,1,8,1,1,2,1,1,99,1,2,1,0,1,0,0,0,15,1,3,1
4,16,180,5,5,6,18,1,1,9,1,1,2,1,1,2,0,0,2,0,0,0,0,0,13,1,3,1
4,16,180,5,5,6,15,1,1,6,1,3,2,1,1,40,5,30,1,1,0,0,0,0,8,1,3,0
4,16,180,5,5,6,20,2,2,6,1,4,2,1,1,26,40,38,1,1,1,1,0,0,7,1,1,1
4,16,180,5,5,6,18,2,1,12,1,1,2,1,1,9,1,6,1,1,1,0,1,0,14,1,1,1
4,16,180,5,5,6,18,2,2,8,1,1,1,1,1,5,1,0,2,1,0,0,0,0,13,2,1,0
4,16,180,5,5,6,18,2,2,10,1,1,2,1,1,10,1,0,2,0,0,0,0,0,13,2,3,0
4,16,180,5,5,6,18,2,2,10,1,9,1,2,1,10,0,5,1,1,1,0,0,0,14,2,1,1
4,16,180,5,5,6,19,2,2,9,1,1,2,1,1,5,0,2,1,1,0,0,0,0,13,2,1,1
4,16,180,5,5,6,20,2,2,9,1,3,2,1,1,12,1,1,1,0,1,0,0,0,14,1,1,1
4,16,180,5,5,6,19,4,2,9,1,1,1,1,1,6,1,0,2,1,0,0,0,0,13,1,1,1
4,16,180,5,5,6,15,2,2,9,1,3,2,1,1,10,1,1,1,1,0,0,0,0,11,2,1,1
4,16,180,5,5,6,16,2,2,10,1,1,2,1,1,1,0,0,2,0,0,0,0,0,15,2,3,0
4,16,180,5,5,6,15,2,2,7,1,1,2,2,0,14,2,4,1,0,1,0,0,0,12,2,1,0
4,16,180,5,5,6,19,2,2,10,1,1,2,1,1,1,0,2,1,0,0,0,0,0,15,1,1,1
4,16,180,5,5,6,17,2,2,10,1,1,2,2,1,15,1,3,1,1,1,0,0,0,12,2,1,1
5,17,357,6,5,5,14,2,2,8,1,1,2,2,0,2,1,0,2,0,1,0,0,0,14,2,1,1
5,17,357,6,5,5,19,2,2,11,1,1,1,2,1,31,2,0,2,1,1,0,1,1,8,2,2,1
5,17,357,6,5,5,15,2,2,9,1,1,2,1,1,26,2,2,1,0,1,0,0,0,11,2,1,0
5,17,357,6,5,5,18,1,2,10,1,3,2,1,1,2,2,1,1,1,0,1,0,1,14,2,1,1
5,17,357,6,5,5,16,2,2,11,1,9,2,2,0,23,1,0,2,0,1,0,0,0,14,2,1,0
5,17,357,6,5,5,16,1,2,10,1,3,2,2,0,6,1,1,1,0,1,0,0,0,13,2,2,1
5,17,357,6,5,5,17,2,2,9,1,3,1,1,1,19,1,3,1,1,1,0,0,0,11,2,1,1
5,17,357,6,5,5,17,1,1,9,1,1,1,1,1,20,1,1,1,0,1,0,0,0,10,2,1,1
5,17,357,6,5,5,14,1,2,9,1,3,2,1,1,2,1,0,2,0,0,0,0,0,13,2,1,1
5,17,357,6,5,5,16,2,2,10,1,4,2,1,1,2,1,0,2,0,0,0,1,1,14,2,1,0
5,17,357,6,5,5,15,1,2,6,1,1,2,1,1,4,2,1,1,0,0,0,0,1,12,9,1,1
5,17,357,6,5,5,16,2,2,11,1,2,1,1,1,1,1,0,2,0,0,0,0,0,16,2,3,0
5,17,357,6,5,5,15,2,2,9,1,1,2,2,0,7,1,7,1,0,1,0,0,0,14,2,1,0
5,17,357,6,5,5,17,2,2,11,1,1,2,1,1,3,2,1,1,0,1,0,0,0,13,2,3,0
5,17,357,6,5,5,16,1,2,10,1,3,2,1,1,2,0,1,1,0,0,0,0,0,15,1,1,1
5,17,357,6,5,5,15,2,2,9,1,4,2,1,1,10,1,4,1,0,1,0,0,1,14,2,1,1
5,17,357,6,5,5,18,1,2,10,1,1,2,4,0,4,1,1,1,0,0,0,0,0,16,2,3,1
5,17,357,6,5,5,14,1,2,8,1,1,1,1,1,2,1,0,2,0,1,0,0,0,13,2,1,0
5,17,357,6,5,5,14,1,2,9,1,3,1,2,1,30,3,3,1,1,1,0,1,0,6,2,1,1
5,17,357,6,5,5,16,1,1,9,1,3,1,1,1,2,1,1,1,1,1,0,0,0,15,1,1,1
5,17,357,6,5,5,16,2,2,11,1,3,1,2,0,1,1,0,2,0,1,0,0,0,16,2,1,0
5,17,357,6,5,5,16,1,2,9,1,1,1,2,0,6,1,0,2,0,1,0,0,0,12,2,1,1
5,17,357,6,5,5,17,1,2,11,1,1,2,2,0,18,1,1,1,0,1,0,0,1,15,2,1,1
5,17,357,6,5,5,19,1,2,9,1,4,2,2,0,5,2,2,1,0,1,0,0,1,14,2,1,1
5,17,357,6,5,5,15,2,2,8,1,1,1,1,1,4,1,1,1,1,1,0,0,0,13,2,1,1
5,17,357,6,5,5,17,2,2,10,1,3,1,2,1,25,1,11,1,1,1,0,0,0,9,1,1,1
5,17,357,6,5,5,14,1,1,7,1,3,9,1,1,2,1,0,2,1,0,0,0,1,12,2,1,1
5,17,357,6,5,5,18,2,2,8,1,2,1,1,1,4,1,0,2,0,0,0,0,0,11,1,3,0
5,17,357,6,5,5,16,2,2,9,1,1,1,1,1,6,3,6,1,0,1,0,0,0,11,2,1,1
5,17,357,6,5,5,15,1,2,9,1,3,2,1,1,20,2,0,2,0,1,0,0,0,10,2,1,1
5,17,357,6,5,5,17,1,2,9,1,1,1,2,0,5,1,4,1,0,1,0,0,0,13,2,1,1
5,17,357,6,5,5,15,2,2,9,1,4,2,2,0,1,1,1,1,0,1,0,0,0,15,1,1,1
5,17,357,6,5,5,18,2,2,11,1,3,1,1,1,6,2,3,1,0,1,1,1,0,13,2,2,1
5,17,357,6,5,5,16,2,2,9,1,4,2,1,1,2,1,3,1,1,0,0,0,0,15,1,3,0
5,17,357,6,5,5,18,1,1,9,1,3,2,1,1,20,1,1,1,0,0,0,1,0,14,1,1,1
5,17,357,6,5,5,16,9,1,11,1,2,1,1,1,20,1,0,2,1,1,0,0,0,11,2,3,1
5,17,357,6,5,5,17,2,2,9,1,3,2,1,1,2,1,1,1,0,0,1,1,1,16,2,1,0
5,17,357,6,5,5,17,2,2,8,1,3,1,1,1,10,2,2,1,1,1,0,1,0,14,1,1,0
5,17,357,6,5,5,19,2,2,11,1,4,2,3,0,10,1,3,1,0,0,1,0,0,13,2,1,1
5,17,357,6,5,5,16,2,2,11,1,1,2,2,0,7,0,1,1,0,0,0,0,0,13,2,3,1
5,17,357,6,5,5,18,1,2,8,1,5,2,1,1,12,6,10,1,1,1,1,1,1,9,1,1,1
5,17,357,6,5,5,16,2,2,6,1,1,2,2,1,20,2,0,2,1,1,0,0,0,13,2,3,0
5,17,357,6,5,5,17,2,2,9,1,4,2,9,0,5,2,0,2,0,1,0,1,0,14,2,1,0
5,17,357,6,5,5,17,2,2,10,1,1,2,1,1,7,2,0,2,1,0,0,0,0,15,1,3,1
5,17,357,6,5,5,16,1,2,10,1,1,1,2,0,15,0,0,2,0,0,0,0,0,13,1,1,1
5,17,357,6,5,5,16,2,2,10,1,1,1,1,1,2,4,0,2,0,1,1,0,0,13,2,2,1
5,17,357,6,5,5,16,2,2,10,1,1,2,4,0,2,1,0,2,0,0,0,0,0,14,1,1,0
5,17,357,6,5,5,18,2,2,11,1,1,2,1,1,3,0,0,2,0,0,0,0,0,16,1,1,1
5,17,357,6,5,5,17,2,2,11,1,1,1,1,1,2,1,0,2,1,0,0,0,0,13,2,1,1
5,17,357,6,5,5,18,2,2,9,1,3,2,2,0,5,2,3,1,0,1,0,0,0,13,2,1,1
5,17,357,6,5,5,17,2,2,11,1,3,2,1,1,7,3,0,2,1,1,0,0,0,14,2,1,1
5,17,357,6,5,5,17,2,1,10,1,1,1,1,1,3,2,1,1,1,1,0,0,0,15,2,1,1
5,17,357,6,5,5,17,2,2,10,1,1,2,2,0,7,2,99,1,0,1,0,0,0,13,2,1,1
5,17,357,6,5,5,16,2,2,8,1,1,2,1,1,5,1,0,2,0,0,0,0,0,13,2,1,1
5,17,357,6,5,5,17,2,2,11,1,3,2,2,1,4,2,1,1,1,1,0,0,0,14,2,2,0
5,17,357,6,5,5,16,1,2,8,1,1,2,1,1,4,2,1,1,1,1,1,1,0,14,2,1,1
5,17,357,6,5,5,16,2,2,9,1,1,2,2,0,1,1,1,1,0,0,0,0,0,14,2,1,1
5,17,357,6,5,5,18,2,2,10,1,3,2,1,1,20,1,0,2,0,1,0,0,0,11,1,1,1
5,17,357,6,5,5,19,5,1,10,1,1,9,1,1,99,99,2,1,0,0,1,0,0,99,9,9,1
5,17,357,6,5,5,17,1,2,8,1,4,1,1,1,10,4,2,1,0,1,1,0,1,9,1,1,1
5,17,357,6,5,5,18,2,2,10,1,1,2,1,1,15,1,2,1,1,1,0,1,0,16,1,1,1
5,17,357,6,5,5,18,2,2,7,1,1,2,1,1,3,1,4,1,0,1,0,0,0,13,2,3,0
5,17,357,6,5,5,18,2,2,11,1,3,2,1,1,3,0,1,1,1,0,0,0,0,15,1,3,1
5,17,357,6,5,5,16,2,9,10,1,3,9,2,1,99,1,0,2,1,0,0,0,0,15,2,9,1
5,17,357,6,5,5,17,2,2,10,1,4,2,2,0,5,1,0,2,0,1,0,0,0,13,2,3,0
5,17,357,6,5,5,17,2,2,9,1,7,9,2,1,18,2,1,1,1,1,0,0,1,10,1,1,1
5,17,357,6,5,5,17,2,2,11,1,1,2,1,1,4,0,0,2,1,0,0,0,0,15,1,3,1
5,17,357,6,5,5,16,1,2,8,1,1,2,2,0,4,2,2,1,0,1,1,0,1,13,1,1,1
5,17,357,6,5,5,17,2,2,8,1,1,1,1,1,3,2,1,1,0,1,0,1,0,13,1,1,1
5,17,357,6,5,5,14,1,1,7,1,4,1,1,1,6,1,5,1,0,1,0,0,1,13,1,2,0
5,17,357,6,5,5,17,1,2,9,1,2,2,2,1,13,12,0,2,1,1,0,1,1,12,2,1,1
5,17,357,6,5,5,16,2,2,8,1,1,2,1,1,3,1,3,1,1,0,0,0,1,13,1,3,1
5,17,357,6,5,5,16,2,2,9,1,1,2,1,1,99,1,1,1,0,0,0,0,0,15,1,3,0
5,17,357,6,5,5,16,2,2,8,1,1,2,1,1,2,0,0,2,0,0,0,0,0,14,1,3,0
5,17,357,6,5,5,17,2,2,10,1,1,2,1,1,5,1,0,2,0,1,0,0,0,12,1,3,1
5,17,357,6,5,5,17,2,2,9,1,3,2,1,1,15,0,0,2,0,0,0,0,0,15,1,1,1
5,17,357,6,5,5,17,2,2,10,1,1,2,1,1,7,1,0,2,0,0,0,0,0,12,2,3,0
5,17,357,6,5,5,15,2,2,8,1,4,1,2,1,15,1,0,2,1,1,0,0,1,12,2,1,1
5,17,357,6,5,5,18,1,1,9,1,1,2,1,1,5,1,0,2,0,1,0,0,0,13,1,3,1
